classification_id,workflow_id,task,created_at,subject_id,extractor,data.yes,data.aggregation_version,data.gas-like-region-weirdly-shaped,data.no,data.diffuse-non-central-blob,data.galaxy-like,data.diffuse-non-central-source,data.very-opaque-emission-source,data.gas-like-region-weirdly-shaped-central-or-not,data.multiple-sources-inside,data.point-source-or-star-like,data.None,data.radio-point-source,data.homogeneously-diffuse-source,data.radio-source-showing-extended-morphology,data.oddly-shaped-not-sure,data.bright-core-source-becomes-radially-diffuse,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,data.yes-it-looks-like-a-radio-point-source,data.the-radio-source-is-showing-extended-morphology,data.multiple-sources-png-https-panoptes-uploads-zooniverse-org-project-attached-image-dfaf96b9-6480-413e-9cde-c5a4cb46c5c7-png-multiple-sources-inside,data.homogenously-diffuse-png-https-panoptes-uploads-zooniverse-org-project-attached-image-1d169b37-43ad-47de-980f-e8a5a08b1676-png-homogeneously-diffuse-source,data.bright-core-radial-diffuse-png-https-panoptes-uploads-zooniverse-org-project-attached-image-b80f4e7c-8d77-4cf1-8bb2-c8f24af80628-png-bright-core-in-diffuse-emission,data.point-source-png-https-panoptes-uploads-zooniverse-org-project-attached-image-e813946d-52b9-484e-b818-6c7f632ad6d3-png-point-source-or-star-like,data.oddly-shaped-png-https-panoptes-uploads-zooniverse-org-project-attached-image-b76c4bc8-ddab-4366-9a6c-9c7524ecc2ad-png-oddly-shaped-not-sure
491777034,24257,T5,2023-05-24 11:21:57 UTC,89072718,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777034,24257,T6,2023-05-24 11:21:57 UTC,89072718,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777059,24257,T0,2023-05-24 11:22:12 UTC,89072773,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777059,24257,T3,2023-05-24 11:22:12 UTC,89072773,question_extractor,,4.1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
491777059,24257,T5,2023-05-24 11:22:12 UTC,89072773,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777059,24257,T6,2023-05-24 11:22:12 UTC,89072773,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777146,24257,T0,2023-05-24 11:22:52 UTC,89072771,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491777146,24257,T3,2023-05-24 11:22:52 UTC,89072771,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777146,24257,T5,2023-05-24 11:22:52 UTC,89072771,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777146,24257,T6,2023-05-24 11:22:52 UTC,89072771,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777186,24257,T0,2023-05-24 11:23:20 UTC,89072711,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491777186,24257,T3,2023-05-24 11:23:20 UTC,89072711,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777186,24257,T5,2023-05-24 11:23:20 UTC,89072711,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491777186,24257,T6,2023-05-24 11:23:20 UTC,89072711,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997880,24257,T0,2023-05-25 10:51:48 UTC,89072799,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491997880,24257,T3,2023-05-25 10:51:48 UTC,89072799,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997880,24257,T5,2023-05-25 10:51:48 UTC,89072799,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997880,24257,T6,2023-05-25 10:51:48 UTC,89072799,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997946,24257,T0,2023-05-25 10:52:13 UTC,89072713,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491997946,24257,T3,2023-05-25 10:52:13 UTC,89072713,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997946,24257,T5,2023-05-25 10:52:13 UTC,89072713,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491997946,24257,T6,2023-05-25 10:52:13 UTC,89072713,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998061,24257,T0,2023-05-25 10:53:12 UTC,89072783,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998061,24257,T3,2023-05-25 10:53:12 UTC,89072783,question_extractor,,4.1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
491998061,24257,T5,2023-05-25 10:53:12 UTC,89072783,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998061,24257,T6,2023-05-25 10:53:12 UTC,89072783,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998123,24257,T0,2023-05-25 10:53:45 UTC,89072781,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491998123,24257,T3,2023-05-25 10:53:45 UTC,89072781,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998123,24257,T5,2023-05-25 10:53:45 UTC,89072781,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998123,24257,T6,2023-05-25 10:53:45 UTC,89072781,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998249,24257,T0,2023-05-25 10:54:43 UTC,89072709,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491998249,24257,T3,2023-05-25 10:54:43 UTC,89072709,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998249,24257,T5,2023-05-25 10:54:43 UTC,89072709,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998249,24257,T6,2023-05-25 10:54:43 UTC,89072709,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998368,24257,T0,2023-05-25 10:55:30 UTC,89072795,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491998368,24257,T3,2023-05-25 10:55:30 UTC,89072795,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998368,24257,T5,2023-05-25 10:55:30 UTC,89072795,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998368,24257,T6,2023-05-25 10:55:30 UTC,89072795,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998576,24257,T0,2023-05-25 10:56:52 UTC,89072762,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491998576,24257,T3,2023-05-25 10:56:52 UTC,89072762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998576,24257,T5,2023-05-25 10:56:52 UTC,89072762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998576,24257,T6,2023-05-25 10:56:52 UTC,89072762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998665,24257,T0,2023-05-25 10:57:38 UTC,89072801,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998665,24257,T3,2023-05-25 10:57:38 UTC,89072801,question_extractor,,4.1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
491998665,24257,T5,2023-05-25 10:57:38 UTC,89072801,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998665,24257,T6,2023-05-25 10:57:38 UTC,89072801,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998747,24257,T0,2023-05-25 10:58:06 UTC,89072747,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998747,24257,T3,2023-05-25 10:58:06 UTC,89072747,question_extractor,,4.1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
491998747,24257,T5,2023-05-25 10:58:06 UTC,89072747,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998747,24257,T6,2023-05-25 10:58:06 UTC,89072747,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998868,24257,T0,2023-05-25 10:58:49 UTC,89072708,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998868,24257,T3,2023-05-25 10:58:49 UTC,89072708,question_extractor,,4.1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
491998868,24257,T5,2023-05-25 10:58:49 UTC,89072708,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491998868,24257,T6,2023-05-25 10:58:49 UTC,89072708,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999005,24257,T0,2023-05-25 10:59:39 UTC,89072728,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491999005,24257,T3,2023-05-25 10:59:39 UTC,89072728,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999005,24257,T5,2023-05-25 10:59:39 UTC,89072728,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999005,24257,T6,2023-05-25 10:59:39 UTC,89072728,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999071,24257,T0,2023-05-25 11:00:07 UTC,89072706,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999071,24257,T3,2023-05-25 11:00:07 UTC,89072706,question_extractor,,4.1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
491999071,24257,T5,2023-05-25 11:00:07 UTC,89072706,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999071,24257,T6,2023-05-25 11:00:07 UTC,89072706,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999183,24257,T0,2023-05-25 11:00:46 UTC,89072720,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
491999183,24257,T3,2023-05-25 11:00:46 UTC,89072720,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999183,24257,T5,2023-05-25 11:00:46 UTC,89072720,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
491999183,24257,T6,2023-05-25 11:00:46 UTC,89072720,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
492010521,24257,T0,2023-05-25 12:25:15 UTC,89072765,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
492010521,24257,T3,2023-05-25 12:25:15 UTC,89072765,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
492010521,24257,T5,2023-05-25 12:25:15 UTC,89072765,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
492010521,24257,T6,2023-05-25 12:25:15 UTC,89072765,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614113,24257,T0,2023-07-05 12:32:04 UTC,89072734,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
499614113,24257,T3,2023-07-05 12:32:04 UTC,89072734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614113,24257,T5,2023-07-05 12:32:04 UTC,89072734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614113,24257,T6,2023-07-05 12:32:04 UTC,89072734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614158,24257,T0,2023-07-05 12:32:43 UTC,89072750,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614158,24257,T3,2023-07-05 12:32:43 UTC,89072750,question_extractor,,4.1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
499614158,24257,T5,2023-07-05 12:32:43 UTC,89072750,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614158,24257,T6,2023-07-05 12:32:43 UTC,89072750,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614240,24257,T0,2023-07-05 12:34:31 UTC,89072778,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614240,24257,T3,2023-07-05 12:34:31 UTC,89072778,question_extractor,,4.1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
499614240,24257,T5,2023-07-05 12:34:31 UTC,89072778,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614240,24257,T6,2023-07-05 12:34:31 UTC,89072778,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614242,24257,T0,2023-07-05 12:34:34 UTC,89072716,question_extractor,,4.1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
499614242,24257,T3,2023-07-05 12:34:34 UTC,89072716,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614242,24257,T5,2023-07-05 12:34:34 UTC,89072716,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
499614242,24257,T6,2023-07-05 12:34:34 UTC,89072716,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100155,24257,T0,2023-07-20 07:55:21 UTC,89072746,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502100155,24257,T3,2023-07-20 07:55:21 UTC,89072746,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100155,24257,T5,2023-07-20 07:55:21 UTC,89072746,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100155,24257,T6,2023-07-20 07:55:21 UTC,89072746,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100208,24257,T0,2023-07-20 07:56:21 UTC,89072755,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100208,24257,T3,2023-07-20 07:56:21 UTC,89072755,question_extractor,,4.1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
502100208,24257,T5,2023-07-20 07:56:21 UTC,89072755,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502100208,24257,T6,2023-07-20 07:56:21 UTC,89072755,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100243,24257,T0,2023-07-20 07:56:57 UTC,89072766,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502100243,24257,T3,2023-07-20 07:56:57 UTC,89072766,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100243,24257,T5,2023-07-20 07:56:57 UTC,89072766,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100243,24257,T6,2023-07-20 07:56:57 UTC,89072766,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100333,24257,T0,2023-07-20 07:58:12 UTC,89072789,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502100333,24257,T3,2023-07-20 07:58:12 UTC,89072789,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100333,24257,T5,2023-07-20 07:58:12 UTC,89072789,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100333,24257,T6,2023-07-20 07:58:12 UTC,89072789,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100400,24257,T0,2023-07-20 07:59:22 UTC,89072759,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100400,24257,T3,2023-07-20 07:59:22 UTC,89072759,question_extractor,,4.1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
502100400,24257,T5,2023-07-20 07:59:22 UTC,89072759,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100400,24257,T6,2023-07-20 07:59:22 UTC,89072759,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100443,24257,T0,2023-07-20 08:00:20 UTC,89072700,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100443,24257,T3,2023-07-20 08:00:20 UTC,89072700,question_extractor,,4.1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
502100443,24257,T5,2023-07-20 08:00:20 UTC,89072700,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502100443,24257,T6,2023-07-20 08:00:20 UTC,89072700,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100534,24257,T0,2023-07-20 08:02:01 UTC,89072756,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100534,24257,T3,2023-07-20 08:02:01 UTC,89072756,question_extractor,,4.1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
502100534,24257,T5,2023-07-20 08:02:01 UTC,89072756,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100534,24257,T6,2023-07-20 08:02:01 UTC,89072756,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100561,24257,T0,2023-07-20 08:02:26 UTC,89072722,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100561,24257,T3,2023-07-20 08:02:26 UTC,89072722,question_extractor,,4.1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
502100561,24257,T5,2023-07-20 08:02:26 UTC,89072722,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502100561,24257,T6,2023-07-20 08:02:26 UTC,89072722,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100591,24257,T0,2023-07-20 08:03:01 UTC,89072761,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502100591,24257,T3,2023-07-20 08:03:01 UTC,89072761,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100591,24257,T5,2023-07-20 08:03:01 UTC,89072761,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502100591,24257,T6,2023-07-20 08:03:01 UTC,89072761,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100846,24257,T0,2023-07-20 08:07:55 UTC,89072715,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502100846,24257,T3,2023-07-20 08:07:55 UTC,89072715,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502100846,24257,T5,2023-07-20 08:07:55 UTC,89072715,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502100846,24257,T6,2023-07-20 08:07:55 UTC,89072715,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101218,24257,T0,2023-07-20 08:14:02 UTC,89072739,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101218,24257,T3,2023-07-20 08:14:02 UTC,89072739,question_extractor,,4.1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
502101218,24257,T5,2023-07-20 08:14:02 UTC,89072739,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502101218,24257,T6,2023-07-20 08:14:02 UTC,89072739,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101299,24257,T0,2023-07-20 08:15:05 UTC,89072780,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502101299,24257,T3,2023-07-20 08:15:05 UTC,89072780,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101299,24257,T5,2023-07-20 08:15:05 UTC,89072780,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502101299,24257,T6,2023-07-20 08:15:05 UTC,89072780,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101373,24257,T0,2023-07-20 08:15:52 UTC,89072782,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101373,24257,T3,2023-07-20 08:15:52 UTC,89072782,question_extractor,,4.1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
502101373,24257,T5,2023-07-20 08:15:52 UTC,89072782,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502101373,24257,T6,2023-07-20 08:15:52 UTC,89072782,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101503,24257,T0,2023-07-20 08:16:59 UTC,89072719,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101503,24257,T3,2023-07-20 08:16:59 UTC,89072719,question_extractor,,4.1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
502101503,24257,T5,2023-07-20 08:16:59 UTC,89072719,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502101503,24257,T6,2023-07-20 08:16:59 UTC,89072719,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101695,24257,T0,2023-07-20 08:18:33 UTC,89072768,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101695,24257,T3,2023-07-20 08:18:33 UTC,89072768,question_extractor,,4.1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
502101695,24257,T5,2023-07-20 08:18:33 UTC,89072768,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502101695,24257,T6,2023-07-20 08:18:33 UTC,89072768,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101812,24257,T0,2023-07-20 08:19:21 UTC,89072775,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502101812,24257,T3,2023-07-20 08:19:21 UTC,89072775,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101812,24257,T5,2023-07-20 08:19:21 UTC,89072775,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502101812,24257,T6,2023-07-20 08:19:21 UTC,89072775,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101926,24257,T0,2023-07-20 08:20:11 UTC,89072701,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502101926,24257,T3,2023-07-20 08:20:11 UTC,89072701,question_extractor,,4.1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
502101926,24257,T5,2023-07-20 08:20:11 UTC,89072701,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502101926,24257,T6,2023-07-20 08:20:11 UTC,89072701,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129088,24257,T0,2023-07-20 12:55:35 UTC,89072714,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129088,24257,T3,2023-07-20 12:55:35 UTC,89072714,question_extractor,,4.1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
502129088,24257,T5,2023-07-20 12:55:35 UTC,89072714,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502129088,24257,T6,2023-07-20 12:55:35 UTC,89072714,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129139,24257,T0,2023-07-20 12:55:55 UTC,89072710,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502129139,24257,T3,2023-07-20 12:55:55 UTC,89072710,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129139,24257,T5,2023-07-20 12:55:55 UTC,89072710,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502129139,24257,T6,2023-07-20 12:55:55 UTC,89072710,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129670,24257,T0,2023-07-20 13:00:25 UTC,89072791,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
502129670,24257,T3,2023-07-20 13:00:25 UTC,89072791,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129670,24257,T5,2023-07-20 13:00:25 UTC,89072791,question_extractor,,4.1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
502129670,24257,T6,2023-07-20 13:00:25 UTC,89072791,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129671,24257,T0,2023-07-20 13:00:25 UTC,89072754,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
502129671,24257,T3,2023-07-20 13:00:25 UTC,89072754,question_extractor,,4.1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
502129671,24257,T5,2023-07-20 13:00:25 UTC,89072754,question_extractor,,4.1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
502129671,24257,T6,2023-07-20 13:00:25 UTC,89072754,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
