,subject_id,workflow_id_x,task,reducer,data.yes,data.aggregation_version,data.no,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.yes-it-looks-like-a-radio-point-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,multi-source,homogeneous,point-star,oddORnot-sure,core-in-diffuse,Sum,Total_Class,multiFrac,homoFrac,pointFrac,unsureOddFrac,coreFrac,ext_radFrac,point_radFrac,flag_rad_point,flag_rad_extended,flag_rad_unsure,flag_optical_counterpart,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,Filename,LCurl
22,91319006,24257,T5,question_reducer,0.0,4.1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2,0.8,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010405-724416.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png""}",5,2024-09-06 11:35:11 UTC,classification_count,2023-08-17 09:58:46 UTC,2023-08-17 09:58:46 UTC,010405-724416.png,https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png
23,91319006,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010405-724416.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png""}",5,2024-09-06 11:35:11 UTC,classification_count,2023-08-17 09:58:46 UTC,2023-08-17 09:58:46 UTC,010405-724416.png,https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png
24,91319007,24257,T0,question_reducer,3.0,4.1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010436-722523.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png""}",5,2024-08-29 10:04:17 UTC,classification_count,2023-08-17 09:58:47 UTC,2023-08-17 09:58:47 UTC,010436-722523.png,https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png
25,91319007,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010436-722523.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png""}",5,2024-08-29 10:04:17 UTC,classification_count,2023-08-17 09:58:47 UTC,2023-08-17 09:58:47 UTC,010436-722523.png,https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png
26,91319007,24257,T5,question_reducer,0.0,4.1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010436-722523.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png""}",5,2024-08-29 10:04:17 UTC,classification_count,2023-08-17 09:58:47 UTC,2023-08-17 09:58:47 UTC,010436-722523.png,https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png
27,91319007,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010436-722523.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png""}",5,2024-08-29 10:04:17 UTC,classification_count,2023-08-17 09:58:47 UTC,2023-08-17 09:58:47 UTC,010436-722523.png,https://panoptes-uploads.zooniverse.org/subject_location/8b5a3e1a-735c-4a64-b96a-328a2cb49fdc.png
28,91319008,24257,T0,question_reducer,4.0,4.1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010630-713547.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png""}",5,2024-09-02 12:21:52 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010630-713547.png,https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png
29,91319008,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010630-713547.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png""}",5,2024-09-02 12:21:52 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010630-713547.png,https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png
30,91319008,24257,T5,question_reducer,0.0,4.1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2,0.8,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010630-713547.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png""}",5,2024-09-02 12:21:52 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010630-713547.png,https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png
31,91319008,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010630-713547.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png""}",5,2024-09-02 12:21:52 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010630-713547.png,https://panoptes-uploads.zooniverse.org/subject_location/872fdb59-4820-40cf-a8ba-c8f91eaf0ad2.png
32,91319009,24257,T0,question_reducer,3.0,4.1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010726-721003.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png""}",5,2024-09-02 12:16:43 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010726-721003.png,https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png
33,91319009,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010726-721003.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png""}",5,2024-09-02 12:16:43 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010726-721003.png,https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png
34,91319009,24257,T5,question_reducer,0.0,4.1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010726-721003.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png""}",5,2024-09-02 12:16:43 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010726-721003.png,https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png
35,91319009,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010726-721003.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png""}",5,2024-09-02 12:16:43 UTC,classification_count,2023-08-17 09:58:48 UTC,2023-08-17 09:58:48 UTC,010726-721003.png,https://panoptes-uploads.zooniverse.org/subject_location/39267c21-11cc-4ad9-a1d6-2e4afb68992a.png
36,91319010,24257,T0,question_reducer,0.0,4.1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010753-720612.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png""}",5,2024-09-03 19:52:07 UTC,classification_count,2023-08-17 09:58:49 UTC,2023-08-17 09:58:49 UTC,010753-720612.png,https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png
37,91319010,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010753-720612.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png""}",5,2024-09-03 19:52:07 UTC,classification_count,2023-08-17 09:58:49 UTC,2023-08-17 09:58:49 UTC,010753-720612.png,https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png
38,91319010,24257,T5,question_reducer,0.0,4.1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010753-720612.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png""}",5,2024-09-03 19:52:07 UTC,classification_count,2023-08-17 09:58:49 UTC,2023-08-17 09:58:49 UTC,010753-720612.png,https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png
39,91319010,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010753-720612.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png""}",5,2024-09-03 19:52:07 UTC,classification_count,2023-08-17 09:58:49 UTC,2023-08-17 09:58:49 UTC,010753-720612.png,https://panoptes-uploads.zooniverse.org/subject_location/b1ccd2e1-0b75-4158-bb2d-d380c77800b8.png
40,91319011,24257,T0,question_reducer,5.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010819-714958.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d4cebd29-3d83-4946-8a90-184fd7a425ac.png""}",5,2024-09-06 18:55:22 UTC,classification_count,2023-08-17 09:58:51 UTC,2023-08-17 09:58:51 UTC,010819-714958.png,https://panoptes-uploads.zooniverse.org/subject_location/d4cebd29-3d83-4946-8a90-184fd7a425ac.png
